Filename,Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId
00895_00002.ppm,119,117,10,10,109,106,22
00896_00000.ppm,62,92,5,8,56,83,22
00896_00001.ppm,69,104,6,9,62,95,22
00896_00002.ppm,62,96,5,8,57,87,22
00905_00000.ppm,223,223,19,19,204,204,22
00905_00001.ppm,227,223,19,19,208,204,22
00905_00002.ppm,228,225,19,19,208,205,22
00907_00000.ppm,264,253,22,21,241,231,22
00907_00001.ppm,264,262,22,22,242,239,22
00907_00002.ppm,260,255,22,21,238,234,22
00907_00003.ppm,264,238,22,20,242,218,22
00925_00000.ppm,69,69,6,6,62,63,22
00925_00001.ppm,71,70,6,6,65,64,22
00925_00002.ppm,69,69,6,6,62,62,22
00926_00000.ppm,140,121,12,10,127,110,22
00926_00001.ppm,139,121,12,10,126,110,22
00929_00000.ppm,143,132,12,11,130,121,22
00929_00001.ppm,139,135,12,11,126,123,22
00929_00002.ppm,136,141,11,12,124,129,22
00932_00000.ppm,166,177,14,15,152,162,22
00932_00001.ppm,211,220,18,18,192,202,22
00932_00002.ppm,183,192,15,16,168,175,22
00936_00000.ppm,157,167,13,14,144,152,22
00936_00001.ppm,205,207,17,17,187,190,22
00936_00002.ppm,177,189,15,16,161,172,22
00939_00000.ppm,135,140,11,12,123,128,22
00939_00001.ppm,139,140,12,12,127,128,22
00939_00002.ppm,136,141,11,12,125,129,22
00946_00000.ppm,478,236,40,20,438,215,22
00946_00001.ppm,507,200,42,17,464,182,22
00946_00002.ppm,489,136,41,11,447,125,22
00954_00000.ppm,252,112,21,9,230,103,22
00954_00001.ppm,248,139,21,12,226,126,22
00954_00002.ppm,243,158,20,13,222,144,22
00956_00000.ppm,60,33,5,5,54,27,22
00956_00001.ppm,63,36,5,5,57,31,22
00956_00002.ppm,60,33,5,5,55,28,22
00956_00003.ppm,61,35,5,5,55,30,22
01014_00000.ppm,106,52,9,5,96,46,22
01014_00001.ppm,96,49,8,5,88,43,22
01014_00002.ppm,118,56,10,5,108,51,22
01014_00003.ppm,130,59,11,5,119,53,22
01015_00000.ppm,105,103,9,9,96,93,22
01015_00001.ppm,105,99,9,8,96,91,22
01015_00002.ppm,104,99,9,8,94,90,22
01033_00000.ppm,48,48,5,5,42,43,22
01033_00001.ppm,52,51,5,5,47,46,22
01033_00002.ppm,51,48,5,5,45,43,22
01042_00000.ppm,119,109,10,9,109,99,22
01042_00001.ppm,156,145,13,12,142,133,22
01042_00002.ppm,132,124,11,10,120,113,22
01043_00000.ppm,111,111,9,9,101,101,22
01043_00001.ppm,110,110,9,9,101,101,22
01043_00002.ppm,111,109,9,9,102,100,22
01044_00000.ppm,141,141,12,12,129,129,22
01044_00001.ppm,141,142,12,12,129,129,22
01044_00002.ppm,142,142,12,12,130,130,22
01046_00000.ppm,97,93,8,8,89,85,22
01046_00001.ppm,103,97,9,8,94,89,22
01046_00002.ppm,95,87,8,7,86,80,22
01047_00000.ppm,108,106,9,9,98,97,22
01047_00001.ppm,120,118,10,10,109,108,22
01047_00002.ppm,133,131,11,11,122,119,22
01051_00000.ppm,148,141,12,12,135,129,22
01051_00001.ppm,172,159,14,13,158,145,22
01051_00002.ppm,212,194,18,16,193,177,22
01053_00000.ppm,357,235,30,20,326,215,22
01053_00001.ppm,355,212,30,18,325,194,22
01053_00002.ppm,351,181,29,15,321,166,22
01054_00000.ppm,141,142,12,12,128,130,22
01054_00001.ppm,120,119,10,10,110,109,22
01054_00002.ppm,131,130,11,11,120,119,22
01055_00000.ppm,119,118,10,10,109,108,22
01055_00001.ppm,135,136,11,11,124,125,22
01055_00002.ppm,124,128,10,11,114,117,22
01057_00000.ppm,146,144,12,12,134,132,22
01057_00001.ppm,147,145,12,12,135,133,22
01057_00002.ppm,146,148,12,12,133,135,22
01064_00000.ppm,117,118,10,10,107,107,22
01064_00001.ppm,148,145,12,12,135,132,22
01064_00002.ppm,130,131,11,11,119,119,22
01065_00000.ppm,120,118,10,10,110,108,22
01065_00001.ppm,117,117,10,10,106,106,22
01065_00002.ppm,116,115,10,10,106,104,22
01066_00000.ppm,350,196,29,16,320,180,22
01066_00001.ppm,357,216,30,18,326,197,22
01066_00002.ppm,350,176,29,15,320,161,22
01067_00000.ppm,131,131,11,11,119,119,22
01067_00001.ppm,112,115,9,10,102,105,22
01067_00002.ppm,146,147,12,12,134,134,22
01073_00000.ppm,266,192,22,16,244,176,22
01073_00001.ppm,267,235,22,20,245,215,22
01073_00002.ppm,259,139,22,12,236,126,22
01074_00000.ppm,80,79,7,7,73,72,22
01074_00001.ppm,79,76,7,6,71,70,22
01074_00002.ppm,72,74,6,6,66,68,22
01084_00000.ppm,82,82,7,7,75,75,22
01084_00001.ppm,86,81,7,7,78,73,22
01084_00002.ppm,84,81,7,7,77,73,22
01092_00000.ppm,105,105,9,9,96,96,22
01092_00001.ppm,134,135,11,11,122,124,22
01092_00002.ppm,119,118,10,10,108,107,22
01099_00000.ppm,154,111,13,9,140,101,22
01099_00001.ppm,116,88,10,7,105,81,22
01099_00002.ppm,131,97,11,8,120,88,22
01105_00000.ppm,109,87,9,7,99,80,22
01105_00001.ppm,122,96,10,8,111,88,22
01105_00002.ppm,99,81,8,7,90,73,22
01113_00000.ppm,99,98,8,8,90,89,22
01113_00001.ppm,93,93,8,8,84,85,22
01113_00002.ppm,107,107,9,9,97,98,22
01113_00003.ppm,109,115,9,10,99,105,22
01118_00000.ppm,129,123,11,10,117,113,22
01118_00001.ppm,140,133,12,11,128,121,22
01119_00000.ppm,81,80,7,7,74,73,22
01119_00001.ppm,86,88,7,7,79,81,22
01119_00002.ppm,73,75,6,6,66,68,22
01137_00000.ppm,160,147,13,12,147,135,22
01137_00001.ppm,134,127,11,11,122,115,22
01140_00000.ppm,180,181,15,15,164,165,22
01140_00001.ppm,155,154,13,13,141,140,22
01146_00000.ppm,499,517,42,43,457,474,22
01146_00001.ppm,440,457,37,38,402,418,22
01146_00002.ppm,412,396,34,33,378,362,22
01149_00000.ppm,248,205,21,17,226,188,22
01149_00001.ppm,264,226,22,19,242,207,22
01149_00002.ppm,230,193,19,16,211,176,22
01150_00000.ppm,511,267,43,22,468,245,22
01150_00001.ppm,504,160,42,13,461,147,22
01150_00002.ppm,504,215,42,18,461,196,22
01155_00000.ppm,93,91,8,8,84,83,22
01155_00001.ppm,171,167,14,14,156,152,22
01155_00002.ppm,120,121,10,10,110,111,22
01156_00000.ppm,130,121,11,10,119,110,22
01156_00001.ppm,130,112,11,9,118,102,22
01156_00002.ppm,133,128,11,11,121,116,22
01168_00000.ppm,139,140,12,12,127,127,22
01168_00001.ppm,110,108,9,9,101,99,22
01168_00002.ppm,121,121,10,10,111,111,22
01169_00000.ppm,307,392,26,33,280,358,22
01169_00001.ppm,300,277,25,23,274,254,22
01169_00002.ppm,297,250,25,21,271,228,22
01171_00000.ppm,134,121,11,10,123,111,22
01171_00001.ppm,119,108,10,9,109,98,22
01171_00002.ppm,108,98,9,8,98,90,22
01171_00003.ppm,155,139,13,12,142,126,22
01173_00000.ppm,104,105,9,9,94,96,22
01173_00001.ppm,95,94,8,8,87,85,22
01173_00002.ppm,86,84,7,7,79,77,22
01210_00000_22.ppm,192,189,16,16,175,173,22
01210_00001_22.ppm,194,180,16,15,178,165,22
01210_00002_22.ppm,200,187,17,16,183,170,22
01213_00000.ppm,69,47,6,5,63,41,22
01213_00001.ppm,68,46,6,5,61,40,22
01213_00002.ppm,68,47,6,5,61,41,22
01221_00000_22.ppm,45,22,5,5,39,17,22
01221_00001_22.ppm,45,22,5,5,40,17,22
01221_00002_22.ppm,45,22,5,5,39,16,22
01224_00000.ppm,55,56,5,5,50,51,22
01224_00001.ppm,53,52,5,5,48,47,22
01224_00002.ppm,55,52,5,5,50,46,22
01245_00000.ppm,163,112,14,9,149,102,22
01245_00001.ppm,165,135,14,11,151,124,22
01245_00002.ppm,165,122,14,10,151,111,22
01246_00000.ppm,98,91,8,8,89,83,22
01246_00001.ppm,94,84,8,7,86,77,22
01246_00002.ppm,107,96,9,8,98,88,22
01250_00000.ppm,106,104,9,9,97,94,22
01250_00001.ppm,100,96,8,8,91,88,22
01250_00002.ppm,117,110,10,9,106,100,22
01251_00000.ppm,73,72,6,6,67,65,22
01251_00001.ppm,63,59,5,5,57,54,22
01251_00002.ppm,56,52,5,5,51,46,22
01252_00000.ppm,76,71,6,6,69,64,22
01252_00001.ppm,81,73,7,6,74,66,22
01252_00002.ppm,73,68,6,6,67,61,22
01255_00000.ppm,100,97,8,8,91,89,22
01255_00001.ppm,112,109,9,9,102,100,22
01255_00002.ppm,130,123,11,10,118,112,22
01265_00000.ppm,72,68,6,6,66,61,22
01265_00001.ppm,75,70,6,6,69,64,22
01265_00002.ppm,70,63,6,5,63,58,22
01268_00000.ppm,79,73,7,6,71,66,22
01268_00001.ppm,75,70,6,6,68,64,22
01268_00002.ppm,81,76,7,6,73,69,22
01289_00000.ppm,136,130,11,11,125,118,22
01289_00001.ppm,170,160,14,13,156,147,22
01289_00002.ppm,236,204,20,17,215,186,22
01292_00000.ppm,111,111,9,9,102,101,22
01292_00001.ppm,136,134,11,11,125,122,22
01292_00002.ppm,172,168,14,14,158,153,22
01295_00000.ppm,119,91,10,8,108,83,22
01295_00001.ppm,146,110,12,9,133,101,22
01295_00002.ppm,206,151,17,13,188,138,22
01302_00000.ppm,328,163,27,14,301,149,22
01302_00001.ppm,92,96,8,8,84,87,22
01302_00002.ppm,84,79,7,7,76,72,22
01303_00000.ppm,291,145,24,12,266,132,22
01303_00001.ppm,288,100,24,8,263,91,22
01303_00002.ppm,284,177,24,15,260,161,22
01312_00000_22.ppm,97,47,8,5,89,41,22
01312_00001_22.ppm,110,97,9,8,101,89,22
01312_00002_22.ppm,106,80,9,7,96,72,22
01367_00000.ppm,98,92,8,8,90,84,22
01367_00001.ppm,82,79,7,7,75,72,22
01367_00002.ppm,69,63,6,5,62,58,22
01421_00000.ppm,116,116,10,10,106,105,22
01421_00001.ppm,92,88,8,7,84,80,22
01421_00002.ppm,199,189,17,16,181,172,22
01424_00000.ppm,93,87,8,7,85,79,22
01424_00001.ppm,94,96,8,8,85,87,22
01424_00002.ppm,96,97,8,8,87,88,22
01453_00000.ppm,283,147,24,12,259,135,22
01470_00000.ppm,168,158,14,13,154,144,22
01470_00001.ppm,169,157,14,13,155,144,22
01470_00002.ppm,169,169,14,14,155,155,22
01480_00000.ppm,68,63,6,5,61,58,22
01480_00001.ppm,81,82,7,7,74,74,22
01480_00002.ppm,148,83,12,7,135,76,22
01493_00000.ppm,145,83,12,7,132,76,22
01493_00001.ppm,242,143,20,12,222,131,22
01493_00002.ppm,499,203,42,17,456,186,22
01523_00000.ppm,132,136,11,11,121,125,22
01523_00001.ppm,132,130,11,11,120,119,22
01523_00002.ppm,132,111,11,9,120,101,22
01527_00000.ppm,211,199,18,17,192,182,22
01527_00001.ppm,211,193,18,16,192,176,22
01527_00002.ppm,193,203,16,17,176,185,22
01546_00000.ppm,111,103,9,9,101,94,22
01546_00001.ppm,154,144,13,12,140,131,22
01546_00002.ppm,266,242,22,20,244,221,22
01550_00000.ppm,128,130,11,11,117,118,22
01550_00001.ppm,228,226,19,19,208,206,22
01550_00002.ppm,460,249,38,21,421,227,22
01560_00000.ppm,110,105,9,9,101,95,22
01560_00001.ppm,183,168,15,14,167,154,22
01560_00002.ppm,322,152,27,13,294,138,22
01620_00000.ppm,120,118,10,10,110,107,22
01620_00001.ppm,148,142,12,12,136,130,22
01620_00002.ppm,194,183,16,15,178,168,22
01626_00000.ppm,393,181,33,15,359,165,22
01626_00001.ppm,232,144,19,12,213,131,22
01626_00002.ppm,169,111,14,9,154,101,22
01627_00000.ppm,406,159,34,13,372,145,22
01627_00001.ppm,108,105,9,9,98,96,22
01627_00002.ppm,195,181,16,15,179,165,22
01633_00000.ppm,93,93,8,8,85,85,22
01633_00001.ppm,157,146,13,12,144,134,22
01633_00002.ppm,343,134,29,11,313,122,22
01636_00000.ppm,143,71,12,6,130,65,22
01636_00001.ppm,140,115,12,10,127,105,22
01636_00002.ppm,136,131,11,11,125,120,22
01639_00000.ppm,117,57,10,5,106,51,22
01639_00001.ppm,142,83,12,7,129,76,22
01639_00002.ppm,614,483,51,40,562,443,22
01644_00000.ppm,208,115,17,10,190,105,22
01644_00001.ppm,202,213,17,18,184,194,22
01644_00002.ppm,215,183,18,15,197,167,22
01655_00000.ppm,156,156,13,13,143,143,22
01655_00001.ppm,122,117,10,10,111,107,22
01655_00002.ppm,93,91,8,8,85,82,22
01660_00000.ppm,132,122,11,10,120,111,22
01660_00001.ppm,203,178,17,15,185,162,22
01660_00002.ppm,83,79,7,7,75,71,22
01665_00000.ppm,273,287,23,24,249,262,22
01665_00001.ppm,168,171,14,14,153,157,22
01665_00002.ppm,120,109,10,9,109,100,22
01668_00000.ppm,319,323,27,27,291,296,22
01668_00001.ppm,314,240,26,20,288,219,22
01668_00002.ppm,321,316,27,26,294,289,22
01671_00000.ppm,120,122,10,10,110,112,22
01671_00001.ppm,139,135,12,11,126,124,22
01671_00002.ppm,171,171,14,14,157,156,22
01676_00000.ppm,283,296,24,25,259,270,22
01676_00001.ppm,97,71,8,6,89,64,22
01676_00002.ppm,171,152,14,13,156,138,22
01683_00000.ppm,242,190,20,16,221,174,22
01683_00001.ppm,286,217,24,18,262,198,22
01683_00002.ppm,273,279,23,23,249,255,22
01696_00000.ppm,108,98,9,8,99,90,22
01696_00001.ppm,107,105,9,9,97,95,22
01696_00002.ppm,107,103,9,9,98,94,22
01712_00000.ppm,123,115,10,10,113,105,22
01712_00001.ppm,165,143,14,12,150,130,22
01712_00002.ppm,408,192,34,16,373,175,22
01786_00000.ppm,83,81,7,7,75,74,22
01786_00001.ppm,99,94,8,8,90,86,22
01786_00002.ppm,134,129,11,11,123,117,22
00465_00000.ppm,121,124,10,10,111,114,23
00465_00001.ppm,121,117,10,10,110,106,23
00465_00002.ppm,120,109,10,9,110,99,23
00535_00000.ppm,55,51,5,5,49,45,23
00535_00001.ppm,54,55,5,5,49,49,23
00535_00002.ppm,54,42,5,5,48,36,23
00630_00000.ppm,81,81,7,7,74,74,23
00630_00001.ppm,83,86,7,7,76,78,23
00630_00002.ppm,80,58,7,5,72,53,23
00785_00000.ppm,242,254,20,21,221,233,23
00785_00001.ppm,247,261,21,22,225,239,23
00785_00002.ppm,251,268,21,22,229,245,23
00908_00000.ppm,97,92,8,8,88,84,23
00908_00001.ppm,91,86,8,7,83,79,23
00908_00002.ppm,84,82,7,7,77,74,23
00300_00000.ppm,275,280,23,23,252,256,24
00300_00001.ppm,263,265,22,22,241,242,24
00300_00002.ppm,259,240,22,20,236,219,24
00346_00000.ppm,397,241,33,20,364,220,24
00346_00001.ppm,395,280,33,23,361,256,24
00346_00002.ppm,392,316,33,26,358,290,24
00355_00000.ppm,93,85,8,7,84,78,24
00355_00001.ppm,96,72,8,6,87,65,24
00355_00002.ppm,97,81,8,7,88,74,24
00356_00000.ppm,111,108,9,9,101,98,24
00356_00001.ppm,70,70,6,6,64,64,24
00356_00002.ppm,53,53,5,5,48,48,24
00587_00000.ppm,327,332,27,28,299,304,24
00587_00001.ppm,118,116,10,10,107,105,24
00587_00002.ppm,141,139,12,12,129,127,24
01161_00000.ppm,181,179,15,15,165,164,24
01161_00001.ppm,187,148,16,12,171,135,24
01161_00002.ppm,184,165,15,14,168,151,24
01163_00000.ppm,304,166,25,14,278,152,24
01163_00001.ppm,310,157,26,13,284,143,24
01163_00002.ppm,315,147,26,12,289,135,24
01257_00000.ppm,67,51,6,5,61,46,24
01257_00001.ppm,68,54,6,5,62,48,24
01257_00002.ppm,69,56,6,5,63,51,24
01280_00000.ppm,146,147,12,12,133,134,24
01280_00001.ppm,219,204,18,17,201,186,24
01280_00002.ppm,287,188,24,16,263,172,24
01490_00000_24.ppm,68,46,6,5,61,41,24
01490_00001_24.ppm,82,59,7,5,74,53,24
01490_00002.ppm,192,190,16,16,175,174,24
01544_00000_24.ppm,99,49,8,5,90,43,24
01544_00001_24.ppm,82,75,7,6,74,68,24
01544_00002_24.ppm,62,58,5,5,57,53,24
01845_00000.ppm,156,147,13,12,142,135,24
01845_00001.ppm,157,143,13,12,144,130,24
01845_00002.ppm,155,147,13,12,141,135,24
01870_00000.ppm,100,103,8,9,92,94,24
01870_00001.ppm,148,143,12,12,135,130,24
01870_00002.ppm,120,118,10,10,109,107,24
01918_00000.ppm,237,136,20,11,216,124,24
01918_00001.ppm,172,111,14,9,158,101,24
01918_00002.ppm,117,83,10,7,106,76,24
01927_00000.ppm,242,99,20,8,221,91,24
01927_00001.ppm,109,117,9,10,99,106,24
01927_00002.ppm,103,107,9,9,93,98,24
01952_00000.ppm,104,60,9,5,94,54,24
01952_00001.ppm,127,72,11,6,115,66,24
01952_00002.ppm,166,87,14,7,152,80,24
00469_00000.ppm,248,266,21,22,227,244,25
00469_00001.ppm,253,287,21,24,231,262,25
00469_00002.ppm,253,286,21,24,231,261,25
00673_00000.ppm,63,61,5,5,58,55,25
00673_00001.ppm,61,60,5,5,56,54,25
00673_00002.ppm,83,80,7,7,75,72,25
00696_00000.ppm,94,82,8,7,85,74,25
00696_00001.ppm,91,73,8,6,83,67,25
00696_00002.ppm,92,76,8,6,83,70,25
00699_00000.ppm,128,122,11,10,117,111,25
00699_00001.ppm,98,95,8,8,90,87,25
00699_00002.ppm,112,105,9,9,103,96,25
00701_00000.ppm,203,121,17,10,186,110,25
00701_00001.ppm,199,117,17,10,181,106,25
00701_00002.ppm,188,116,16,10,171,105,25
01151_00000.ppm,143,105,12,9,131,95,25
01151_00001.ppm,146,98,12,8,133,89,25
01151_00002.ppm,143,110,12,9,131,101,25
01166_00000.ppm,103,123,9,10,93,112,25
01166_00001.ppm,86,111,7,9,78,101,25
01166_00002.ppm,79,99,7,8,71,90,25
01174_00000.ppm,123,104,10,9,112,94,25
01174_00001.ppm,103,80,9,7,94,72,25
01174_00002.ppm,110,91,9,8,100,82,25
01175_00000.ppm,208,205,17,17,191,188,25
01175_00001.ppm,194,204,16,17,178,187,25
01175_00002.ppm,194,211,16,18,177,192,25
01176_00000.ppm,169,134,14,11,154,122,25
01176_00001.ppm,206,155,17,13,188,142,25
01176_00002.ppm,151,116,13,10,137,106,25
01181_00000.ppm,153,151,13,13,140,138,25
01181_00001.ppm,133,132,11,11,122,120,25
01181_00002.ppm,178,177,15,15,162,161,25
01183_00000.ppm,104,103,9,9,94,94,25
01183_00001.ppm,92,92,8,8,83,83,25
01183_00002.ppm,83,82,7,7,76,75,25
01184_00000.ppm,156,95,13,8,143,87,25
01184_00001.ppm,127,76,11,6,116,70,25
01184_00002.ppm,136,85,11,7,124,77,25
01367_00000_25.ppm,92,85,8,7,84,77,25
01367_00001_25.ppm,81,74,7,6,74,67,25
01367_00002_25.ppm,67,62,6,5,60,56,25
00173_00000.ppm,169,171,14,14,154,156,26
00173_00001.ppm,188,193,16,16,172,177,26
00173_00002.ppm,128,128,11,11,117,116,26
00246_00000.ppm,145,143,12,12,133,131,26
00246_00001.ppm,301,288,25,24,275,263,26
00246_00002.ppm,195,192,16,16,179,175,26
00267_00000.ppm,72,75,6,6,65,68,27
00267_00001.ppm,108,106,9,9,98,97,27
00267_00002.ppm,108,97,9,8,99,88,27
01490_00000_27.ppm,82,60,7,5,74,55,27
01490_00001_27.ppm,67,48,6,5,61,42,27
01490_00002_27.ppm,189,188,16,16,172,171,27
01544_00000_27.ppm,98,44,8,5,90,38,27
01544_00001_27.ppm,82,71,7,6,74,64,27
01544_00002_27.ppm,63,57,5,5,57,51,27
01594_00000_27.ppm,183,176,15,15,168,160,27
01594_00001_27.ppm,116,111,10,9,106,102,27
01594_00002_27.ppm,87,86,7,7,80,78,27
01597_00000.ppm,106,112,9,9,96,102,27
01597_00001.ppm,136,142,11,12,125,129,27
01597_00002.ppm,200,193,17,16,182,177,27
01667_00000.ppm,70,64,6,5,63,59,27
01667_00001.ppm,70,69,6,6,63,62,27
01667_00002.ppm,69,67,6,6,62,60,27
00019_00000.ppm,158,145,13,12,144,133,28
00019_00001.ppm,92,96,8,8,84,88,28
00019_00002.ppm,71,72,6,6,65,65,28
00040_00000.ppm,141,128,12,11,128,116,28
00040_00001.ppm,139,131,12,11,126,120,28
00040_00002.ppm,136,133,11,11,124,121,28
00094_00000.ppm,62,60,5,5,56,54,28
00094_00001.ppm,116,74,10,6,105,67,28
00094_00002.ppm,111,111,9,9,101,101,28
00155_00000.ppm,223,229,19,19,203,209,28
00155_00001.ppm,218,182,18,15,200,167,28
00155_00002.ppm,219,219,18,18,201,201,28
00158_00000.ppm,168,166,14,14,153,151,28
00158_00001.ppm,117,116,10,10,106,105,28
00158_00002.ppm,199,187,17,16,181,170,28
00200_00000.ppm,203,202,17,17,185,185,28
00200_00001.ppm,206,202,17,17,188,184,28
00200_00002.ppm,206,194,17,16,188,177,28
00292_00000.ppm,235,241,20,20,214,220,28
00292_00001.ppm,230,242,19,20,211,222,28
00292_00002.ppm,237,224,20,19,216,205,28
00333_00000.ppm,97,97,8,8,89,88,28
00333_00001.ppm,129,129,11,11,118,118,28
00333_00002.ppm,203,215,17,18,186,197,28
00407_00000.ppm,171,86,14,7,156,78,28
00407_00001.ppm,143,74,12,6,130,68,28
00407_00002.ppm,131,71,11,6,119,64,28
00517_00000.ppm,242,251,20,21,221,230,28
00517_00001.ppm,156,148,13,12,142,136,28
00517_00002.ppm,115,100,10,8,104,92,28
00589_00000.ppm,141,99,12,8,128,91,28
00589_00001.ppm,172,118,14,10,157,108,28
00589_00002.ppm,156,109,13,9,142,100,28
00641_00000.ppm,276,152,23,13,252,139,28
00641_00001.ppm,275,127,23,11,252,115,28
00641_00002.ppm,272,98,23,8,249,90,28
00642_00000.ppm,133,92,11,8,121,83,28
00642_00001.ppm,141,94,12,8,129,86,28
00642_00002.ppm,147,96,12,8,135,87,28
00662_00000.ppm,128,179,11,15,116,164,28
00662_00001.ppm,120,178,10,15,109,162,28
00662_00002.ppm,112,180,9,15,103,164,28
00663_00000.ppm,159,178,13,15,145,162,28
00663_00001.ppm,159,177,13,15,145,162,28
00663_00002.ppm,160,175,13,15,146,160,28
00726_00000.ppm,148,152,12,13,136,138,28
00726_00001.ppm,145,146,12,12,132,133,28
00726_00002.ppm,146,146,12,12,134,133,28
00777_00000.ppm,139,135,12,11,126,124,28
00777_00001.ppm,141,136,12,11,129,125,28
00777_00002.ppm,143,140,12,12,130,127,28
00779_00000.ppm,91,76,8,6,83,69,28
00779_00001.ppm,93,71,8,6,85,64,28
00779_00002.ppm,88,70,7,6,80,64,28
00898_00000.ppm,140,64,12,5,128,58,28
00898_00001.ppm,146,72,12,6,133,66,28
00898_00002.ppm,133,58,11,5,121,53,28
01031_00000.ppm,117,112,10,9,106,103,28
01031_00001.ppm,115,109,10,9,105,99,28
01031_00002.ppm,104,115,9,10,95,105,28
01035_00000.ppm,96,93,8,8,87,84,28
01035_00001.ppm,95,91,8,8,87,82,28
01035_00002.ppm,97,92,8,8,89,84,28
01188_00000.ppm,60,56,5,5,55,51,28
01188_00001.ppm,63,61,5,5,57,55,28
01188_00002.ppm,62,58,5,5,56,52,28
01197_00000.ppm,122,117,10,10,112,107,28
01197_00001.ppm,121,120,10,10,110,109,28
01197_00002.ppm,119,119,10,10,109,108,28
01308_00000.ppm,203,194,17,16,186,178,28
01308_00001.ppm,203,203,17,17,186,186,28
01308_00002.ppm,201,192,17,16,184,176,28
01357_00000.ppm,155,153,13,13,142,139,28
01357_00001.ppm,158,155,13,13,144,142,28
01357_00002.ppm,152,123,13,10,139,112,28
01358_00000.ppm,53,51,5,5,48,46,28
01358_00001.ppm,45,43,5,5,40,37,28
01358_00002.ppm,41,39,5,5,35,33,28
01366_00000.ppm,80,76,7,6,72,69,28
01366_00001.ppm,106,106,9,9,96,97,28
01366_00002.ppm,124,128,10,11,113,117,28
01372_00000.ppm,97,86,8,7,88,78,28
01372_00001.ppm,118,103,10,9,108,93,28
01372_00002.ppm,277,91,23,8,254,83,28
01375_00000.ppm,122,67,10,6,112,60,28
01375_00001.ppm,163,107,14,9,148,98,28
01399_00000.ppm,167,170,14,14,153,155,28
01399_00001.ppm,175,155,15,13,159,141,28
01399_00002.ppm,172,180,14,15,157,164,28
01456_00000.ppm,74,62,6,5,68,56,28
01456_00001.ppm,61,54,5,5,55,48,28
01456_00002.ppm,96,79,8,7,88,72,28
01670_00000.ppm,141,143,12,12,128,130,28
01670_00001.ppm,144,140,12,12,132,128,28
01670_00002.ppm,152,117,13,10,138,106,28
01675_00000.ppm,183,193,15,16,167,177,28
01675_00001.ppm,116,115,10,10,106,104,28
01675_00002.ppm,142,141,12,12,129,129,28
01678_00000.ppm,112,84,9,7,102,76,28
01678_00001.ppm,193,132,16,11,176,120,28
01678_00002.ppm,139,97,12,8,126,89,28
01690_00000.ppm,94,63,8,5,86,58,28
01690_00001.ppm,112,72,9,6,103,66,28
01690_00002.ppm,159,96,13,8,146,87,28
01708_00000.ppm,107,106,9,9,98,96,28
01708_00001.ppm,105,105,9,9,95,95,28
01708_00002.ppm,105,103,9,9,96,93,28
01726_00000.ppm,107,88,9,7,98,81,28
01726_00001.ppm,117,107,10,9,106,98,28
01726_00002.ppm,111,115,9,10,102,104,28
01806_00000.ppm,92,88,8,7,84,80,28
01806_00001.ppm,93,85,8,7,85,78,28
01806_00002.ppm,92,92,8,8,84,84,28
01896_00000.ppm,278,250,23,21,254,229,28
01896_00001.ppm,129,124,11,10,118,113,28
01896_00002.ppm,99,94,8,8,91,85,28
01897_00000.ppm,144,106,12,9,131,96,28
01897_00001.ppm,238,152,20,13,218,139,28
01897_00002.ppm,106,76,9,6,97,70,28
01901_00000.ppm,158,165,13,14,144,150,28
01901_00001.ppm,288,335,24,28,264,307,28
01901_00002.ppm,115,116,10,10,105,106,28
01904_00000.ppm,103,108,9,9,94,99,28
01904_00001.ppm,103,100,9,8,93,91,28
01904_00002.ppm,99,106,8,9,91,96,28
00021_00000.ppm,123,128,10,11,112,117,29
00021_00001.ppm,106,109,9,9,96,99,29
00021_00002.ppm,207,155,17,13,190,142,29
00376_00000.ppm,166,117,14,10,151,106,29
00376_00001.ppm,166,130,14,11,151,119,29
00376_00002.ppm,164,139,14,12,150,127,29
00413_00000.ppm,98,96,8,8,90,87,29
00413_00001.ppm,79,76,7,6,72,70,29
00413_00002.ppm,143,141,12,12,131,128,29
00650_00000.ppm,103,100,9,8,93,91,29
00650_00001.ppm,116,110,10,9,105,100,29
00650_00002.ppm,109,106,9,9,99,96,29
00909_00000.ppm,93,80,8,7,85,72,29
00909_00001.ppm,97,85,8,7,89,77,29
00909_00002.ppm,88,79,7,7,81,71,29
01365_00000.ppm,111,109,9,9,101,100,29
01365_00001.ppm,143,142,12,12,130,129,29
01365_00002.ppm,194,190,16,16,177,173,29
01496_00000.ppm,172,166,14,14,158,151,29
01496_00001.ppm,131,128,11,11,120,116,29
01496_00002.ppm,110,107,9,9,100,97,29
01541_00000.ppm,120,118,10,10,109,108,29
01541_00001.ppm,211,213,18,18,193,195,29
01541_00002.ppm,152,148,13,12,139,136,29
01657_00000.ppm,175,163,15,14,159,149,29
01657_00001.ppm,116,111,10,9,106,102,29
01657_00002.ppm,229,215,19,18,210,197,29
01693_00000.ppm,124,119,10,10,113,109,29
01693_00001.ppm,148,142,12,12,136,129,29
01693_00002.ppm,189,176,16,15,172,160,29
01699_00000_29.ppm,93,92,8,8,84,84,29
01699_00001_29.ppm,109,107,9,9,99,98,29
01699_00002_29.ppm,134,134,11,11,123,122,29
00034_00000.ppm,128,128,11,11,117,117,30
00034_00001.ppm,215,155,18,13,197,142,30
00034_00002.ppm,97,94,8,8,88,86,30
00328_00000.ppm,205,200,17,17,187,183,30
